Timestamp;TestCase;Algorithm;Seed;Unused;Total Duration[ms];Avg priority;Roads Count;Total requests;Throughput;Avg distance;Avg time;Roads to MVC Count;Roads to storage Count;Roads escape Count;Avg to MVC distance;Avg to storage distance;Avg escape distance;Avg to MVC time;Avg to storage time;Avg escape time
Wed Sep 19 03:21:54 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;37135;0.0;2;1;0.026928773394371885;2400.0;18567.5;1;1;0;4000.0;800.0;0.0;30737.0;6398.0;0.0;0
Wed Sep 19 03:37:18 EDT 2012;RouteChooseTest_UserDef;RealizerVer3;125;;29135;0.0;2;1;0.03432297923459756;2400.0;14567.5;1;1;0;4000.0;800.0;0.0;22737.0;6398.0;0.0;0
Wed Sep 19 03:52:36 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;60813;0.0;10;3;0.04933155739726703;2300.0;16215.6;3;3;4;5133.333333333333;1233.3333333333333;975.0;32299.333333333332;8840.333333333334;9684.25;0
Wed Sep 19 04:00:23 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;60813;0.0;10;3;0.04933155739726703;2300.0;16215.6;3;3;4;5133.333333333333;1233.3333333333333;975.0;32299.333333333332;8840.333333333334;9684.25;0
Wed Sep 19 04:51:59 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;115910;0.0;8;3;0.02588214994392201;2862.5;19797.375;3;3;2;4733.333333333333;2766.6666666666665;200.0;33338.0;19363.0;138.0;0
Wed Sep 19 05:03:58 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;78712;0.0;9;3;0.038113629433885556;2744.4444444444443;18873.88888888889;3;3;3;5733.333333333333;2166.6666666666665;333.3333333333333;39630.333333333336;16321.333333333334;670.0;0
Wed Sep 19 05:18:07 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;78712;0.0;9;3;0.038113629433885556;2744.4444444444443;18873.88888888889;3;3;3;5733.333333333333;2166.6666666666665;333.3333333333333;39630.333333333336;16321.333333333334;670.0;0
Wed Sep 19 05:22:10 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;158326;0.0;24;6;0.03789649204805275;2354.1666666666665;15478.791666666666;6;6;12;5616.666666666667;2683.3333333333335;558.3333333333334;36326.166666666664;19705.166666666668;2941.9166666666665;0
Wed Sep 19 05:28:20 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;100186;0.0;31;6;0.059888607190625436;1661.2903225806451;10733.225806451614;6;6;19;5200.0;1750.0;515.7894736842105;33611.0;12943.166666666666;2810.7894736842104;0
Wed Sep 19 06:22:19 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1427;;100186;0.0;31;6;0.059888607190625436;1661.2903225806451;10733.225806451614;6;6;19;5200.0;1750.0;515.7894736842105;33611.0;12943.166666666666;2810.7894736842104;0
Wed Sep 19 06:35:40 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;175797;0.0;53;9;0.05119541289100497;1862.2641509433963;11707.67924528302;9;9;35;5744.444444444444;3366.6666666666665;477.14285714285717;39237.555555555555;21546.333333333332;2098.6285714285714;0
Wed Sep 19 06:45:30 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;175797;0.0;53;9;0.05119541289100497;1862.2641509433963;11707.67924528302;9;9;35;5744.444444444444;3366.6666666666665;477.14285714285717;39237.555555555555;21546.333333333332;2098.6285714285714;0
Wed Sep 19 07:03:02 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;181452;0.0;51;9;0.0495998941868924;2098.0392156862745;12992.039215686274;9;9;33;6155.555555555556;3800.0;527.2727272727273;38454.77777777778;25152.666666666668;2731.121212121212;0
Wed Sep 19 07:07:34 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;181452;0.0;51;9;0.0495998941868924;2098.0392156862745;63607.444444444445;12992.039215686274;9;9;33;6155.555555555556;3800.0;527.2727272727273;38454.77777777778;25152.666666666668;2731.121212121212;0
Wed Sep 19 07:10:14 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;43500;0.0;47;9;0.20689655172413793;2148.936170212766;14011.111111111111;3106.3829787234044;9;9;29;6100.0;2911.1111111111113;686.2068965517242;9100.0;4911.111111111111;686.2068965517242;0
Wed Sep 19 07:22:23 EDT 2012;RouteChooseTest_UserDef;RealizerVer4;1627;;181452;0.0;51;9;0.0495998941868924;2098.0392156862745;63607.444444444445;12992.039215686274;9;9;33;6155.555555555556;3800.0;527.2727272727273;38454.77777777778;25152.666666666668;2731.121212121212;0
